SRA run,Habitat,AvgSpotLen,Bioproject,Instrument,Country,Continent,Geographic coordinates,Latitude,Longitude
SRR7963040,Wetlands,302,PRJNA469264,Illumina HiSeq 2500,USA,North America,31.3377 N 81.4644 W,31.3377,-81.4644
SRR7963043,Wetlands,302,PRJNA469265,Illumina HiSeq 2500,USA,North America,31.3377 N 81.4644 W,31.3377,-81.4644
SRR7963107,Wetlands,302,PRJNA469266,Illumina HiSeq 2500,USA,North America,31.3377 N 81.4644 W,31.3377,-81.4644
SRR10968141,Wetlands,302,PRJNA567119,Illumina NovaSeq 6000,USA,North America,64.9095 N 147.9448 W,64.9095,-147.9448
SRR11837213,Wetlands,302,PRJNA618890,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR11837214,Wetlands,302,PRJNA618891,Illumina NovaSeq 6000,USA,North America,35.8956 N 76.1655 W,35.8956,-76.1655
SRR11837216,Wetlands,302,PRJNA618892,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR11837300,Wetlands,302,PRJNA618893,Illumina NovaSeq 6000,USA,North America,35.8956 N 76.1655 W,35.8956,-76.1655
SRR11837301,Wetlands,302,PRJNA618894,Illumina NovaSeq 6000,USA,North America,35.8956 N 76.1655 W,35.8956,-76.1655
SRR11837302,Wetlands,302,PRJNA618895,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR11837370,Wetlands,302,PRJNA618896,Illumina NovaSeq 6000,USA,North America,35.8956 N 76.1655 W,35.8956,-76.1655
SRR11837387,Wetlands,302,PRJNA618897,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR11837388,Wetlands,302,PRJNA618898,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR11837389,Wetlands,302,PRJNA618899,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR11837390,Wetlands,302,PRJNA618900,Illumina NovaSeq 6000,USA,North America,35.8956 N 76.1655 W,35.8956,-76.1655
SRR11837391,Wetlands,302,PRJNA618901,Illumina NovaSeq 6000,USA,North America,35.8956 N 76.1655 W,35.8956,-76.1655
SRR11837428,Wetlands,302,PRJNA618951,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR11837452,Wetlands,302,PRJNA618952,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR11837429,Wetlands,302,PRJNA618953,Illumina NovaSeq 6000,USA,North America,35.8956 N 76.1655 W,35.8956,-76.1655
SRR11837453,Wetlands,302,PRJNA618954,Illumina NovaSeq 6000,USA,North America,35.8956 N 76.1655 W,35.8956,-76.1655
SRR11837467,Wetlands,302,PRJNA618955,Illumina NovaSeq 6000,USA,North America,35.8956 N 76.1655 W,35.8956,-76.1655
SRR11837469,Wetlands,302,PRJNA618957,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR11837470,Wetlands,302,PRJNA618958,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR11837471,Wetlands,302,PRJNA618959,Illumina NovaSeq 6000,USA,North America,35.8956 N 76.1655 W,35.8956,-76.1655
SRR11837711,Wetlands,302,PRJNA618960,Illumina NovaSeq 6000,USA,North America,35.8956 N 76.1655 W,35.8956,-76.1655
SRR11837737,Wetlands,302,PRJNA618961,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR11837712,Wetlands,302,PRJNA618962,Illumina NovaSeq 6000,USA,North America,35.8959 N 76.1658 W,35.8959,-76.1658
SRR12172649,Wetlands,304,PRJNA644538,Illumina HiSeq 2500,USA,North America,47.5 N 93.45 W,47.5,-93.45
SRR12172648,Wetlands,304,PRJNA644538,Illumina HiSeq 2500,USA,North America,47.5 N 93.45 W,47.5,-93.45
SRR13768066,Wetlands,302,PRJNA703972,Illumina NovaSeq 6000,USA,North America,31.38957 N 81.27657 W,31.38957,-81.27657
SRR13768059,Wetlands,302,PRJNA703972,Illumina NovaSeq 6000,USA,North America,31.39001 N 81.2758 W,31.39001,-81.2758
SRR13768069,Wetlands,302,PRJNA703972,Illumina NovaSeq 6000,USA,North America,31.38892 N 81.27632 W,31.38892,-81.27632
SRR13768073,Wetlands,302,PRJNA703972,Illumina NovaSeq 6000,USA,North America,31.3889 N 81.2776 W,31.3889,-81.2776
SRR13768053,Wetlands,302,PRJNA703972,Illumina NovaSeq 6000,USA,North America,31.3887 N 81.2769 W,31.3887,-81.2769
SRR13768056,Wetlands,302,PRJNA703972,Illumina NovaSeq 6000,USA,North America,31.3894 N 81.2776 W,31.3894,-81.2776
SRR13768050,Wetlands,302,PRJNA703972,Illumina NovaSeq 6000,USA,North America,31.3893 N 81.2771 W,31.3893,-81.2771
SRR13768063,Wetlands,302,PRJNA703972,Illumina NovaSeq 6000,USA,North America,31.38904 N 81.27569 W,31.38904,-81.27569
SRR15677234,Wetlands,476,PRJNA728365,Illumina NovaSeq 6000,USA,North America,38.41 N 122.31 W,38.41,-122.31
SRR15677224,Wetlands,479,PRJNA728365,Illumina NovaSeq 6000,USA,North America,38.41 N 122.31 W,38.41,-122.31
SRR15677231,Wetlands,466,PRJNA728365,Illumina NovaSeq 6000,USA,North America,38.41 N 122.31 W,38.41,-122.31
SRR15677225,Wetlands,474,PRJNA728365,Illumina NovaSeq 6000,USA,North America,38.41 N 122.31 W,38.41,-122.31
SRR15677230,Wetlands,480,PRJNA728365,Illumina NovaSeq 6000,USA,North America,38.41 N 122.31 W,38.41,-122.31
SRR15677227,Wetlands,475,PRJNA728365,Illumina NovaSeq 6000,USA,North America,38.41 N 122.31 W,38.41,-122.31
SRR15677229,Wetlands,474,PRJNA728365,Illumina NovaSeq 6000,USA,North America,38.41 N 122.31 W,38.41,-122.31
SRR15677228,Wetlands,477,PRJNA728365,Illumina NovaSeq 6000,USA,North America,38.41 N 122.31 W,38.41,-122.31
SRR15677232,Wetlands,476,PRJNA728365,Illumina NovaSeq 6000,USA,North America,38.41 N 122.31 W,38.41,-122.31
SRR15532675,Wetlands,302,PRJNA756367,Illumina NovaSeq 6000,USA,North America,41.3778 N 82.5108 W,41.3778,-82.5108
SRR15532676,Wetlands,302,PRJNA756367,Illumina NovaSeq 6000,USA,North America,41.3778 N 82.5108 W,41.3778,-82.5108
SRR15532677,Wetlands,302,PRJNA756367,Illumina NovaSeq 6000,USA,North America,41.3778 N 82.5108 W,41.3778,-82.5108
SRR15532678,Wetlands,302,PRJNA756367,Illumina NovaSeq 6000,USA,North America,41.3778 N 82.5108 W,41.3778,-82.5108
SRR15532679,Wetlands,302,PRJNA756367,Illumina NovaSeq 6000,USA,North America,41.3778 N 82.5108 W,41.3778,-82.5108
SRR15532680,Wetlands,302,PRJNA756367,Illumina NovaSeq 6000,USA,North America,41.3778 N 82.5108 W,41.3778,-82.5108
SRR15532681,Wetlands,302,PRJNA756367,Illumina NovaSeq 6000,USA,North America,41.3840 N 82.5130 W,41.384,-82.513
SRR15532682,Wetlands,302,PRJNA756367,Illumina NovaSeq 6000,USA,North America,41.3840 N 82.5130 W,41.384,-82.513
SRR22197666,Wetlands,302,PRJNA898361,Illumina HiSeq 4000,USA,North America,41.068613 N 74.014214 W,41.068613,-74.014214
SRR22197661,Wetlands,302,PRJNA898361,Illumina HiSeq 4000,USA,North America,41.068613 N 74.014214 W,41.068613,-74.014214
SRR8556257,Wetlands,302,PRJNA518257,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556254,Wetlands,302,PRJNA518258,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556427,Wetlands,302,PRJNA518259,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556428,Wetlands,302,PRJNA518260,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556600,Wetlands,302,PRJNA518262,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556601,Wetlands,302,PRJNA518263,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556609,Wetlands,302,PRJNA518265,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556606,Wetlands,302,PRJNA518266,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556611,Wetlands,302,PRJNA518267,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556696,Wetlands,302,PRJNA518268,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556701,Wetlands,302,PRJNA518270,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556706,Wetlands,302,PRJNA518272,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556705,Wetlands,302,PRJNA518273,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556703,Wetlands,302,PRJNA518274,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556771,Wetlands,302,PRJNA518275,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8556772,Wetlands,302,PRJNA518277,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8557033,Wetlands,302,PRJNA518278,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8557363,Wetlands,302,PRJNA518281,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR8557365,Wetlands,302,PRJNA518283,Illumina NovaSeq 6000,USA,North America,42.722 N 70.891 W,42.722,-70.891
SRR8557364,Wetlands,302,PRJNA518284,Illumina NovaSeq 6000,USA,North America,42.722 N 70.891 W,42.722,-70.891
SRR8557488,Wetlands,302,PRJNA518285,Illumina NovaSeq 6000,USA,North America,42.722 N 70.891 W,42.722,-70.891
SRR9700687,Wetlands,302,PRJNA539482,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9700626,Wetlands,302,PRJNA539483,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9700623,Wetlands,302,PRJNA539484,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9700688,Wetlands,302,PRJNA539485,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9700529,Wetlands,302,PRJNA539486,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9700625,Wetlands,302,PRJNA539487,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9700627,Wetlands,302,PRJNA539488,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9705675,Wetlands,302,PRJNA539490,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9705733,Wetlands,302,PRJNA539492,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9707467,Wetlands,302,PRJNA539495,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9709000,Wetlands,302,PRJNA539498,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9710038,Wetlands,302,PRJNA539499,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9710522,Wetlands,302,PRJNA539500,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9710542,Wetlands,302,PRJNA539501,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9710561,Wetlands,302,PRJNA539502,Illumina NovaSeq 6000,USA,North America,42.759 N 70.847 W,42.759,-70.847
SRR9710702,Wetlands,302,PRJNA539503,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9710701,Wetlands,302,PRJNA539504,Illumina NovaSeq 6000,USA,North America,42.722 N 70.847 W,42.722,-70.847
SRR9023183,Wetlands,302,PRJNA539593,Illumina NovaSeq 6000,USA,North America,42.759 N 70.891 W,42.759,-70.891
SRR11827248,Wetlands,302,PRJNA620414,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11827249,Wetlands,302,PRJNA620415,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11828457,Wetlands,302,PRJNA620416,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11828592,Wetlands,302,PRJNA620417,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11828804,Wetlands,302,PRJNA620420,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11828890,Wetlands,302,PRJNA620421,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11828899,Wetlands,302,PRJNA620423,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11828906,Wetlands,302,PRJNA620424,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11828907,Wetlands,302,PRJNA620425,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11828957,Wetlands,302,PRJNA620426,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11828972,Wetlands,302,PRJNA620427,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11829000,Wetlands,302,PRJNA620428,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11828999,Wetlands,302,PRJNA620429,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11829002,Wetlands,302,PRJNA620430,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11829098,Wetlands,302,PRJNA620431,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11829104,Wetlands,302,PRJNA620433,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11829145,Wetlands,302,PRJNA620434,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11829146,Wetlands,302,PRJNA620435,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11829259,Wetlands,302,PRJNA620436,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR11829268,Wetlands,302,PRJNA620437,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR12659808,Wetlands,302,PRJNA654833,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR12659820,Wetlands,302,PRJNA654834,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR12659818,Wetlands,302,PRJNA654835,Illumina NovaSeq 6000,USA,North America,42.7489 N 70.8243 W,42.7489,-70.8243
SRR9691030,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,37.3 N 96.86 E,37.3,96.86
SRR9691035,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,31.28 N 92.1 E,31.28,92.1
SRR9691036,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,36.43 N 94.86 E,36.43,94.86
SRR9691039,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,30.48 N 91.1 E,30.48,91.1
SRR9691022,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,30.29 N 104.29 E,30.29,104.29
SRR9691047,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,40.9 N 121.83 E,40.9,121.83
SRR9691052,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,43.62 N 116.71 E,43.62,116.71
SRR9691053,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,52.96 N 122.56 E,52.96,122.56
SRR9691055,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,48.26 N 134.66 E,48.26,134.66
SRR9691059,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,45.78 N 126.55 E,45.78,126.55
SRR9691020,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,37.03 N 99.75 E,37.03,99.75
SRR9691031,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,31.6 N 100 E,31.6,100
SRR9691038,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,36.88 N 101.02 E,36.88,101.02
SRR9691041,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,31.21 N 120.4 E,31.21,120.4
SRR9691042,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,30.88 N 105.39 E,30.88,105.39
SRR9691044,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,36.09 N 103.71 E,36.09,103.71
SRR9691045,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,33.23 N 118.33 E,33.23,118.33
SRR9691046,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,31.71 N 117.33 E,31.71,117.33
SRR9691048,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,40.86 N 108.85 E,40.86,108.85
SRR9691049,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,38.96 N 115.95 E,38.96,115.95
SRR9691050,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,38.56 N 106.19 E,38.56,106.19
SRR9691051,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,45.07 N 122.31 E,45.07,122.31
SRR9691054,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,49.32 N 117.67 E,49.32,117.67
SRR9691057,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,46.83 N 130.31 E,46.83,130.31
SRR9691058,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,46.53 N 125.19 E,46.53,125.19
SRR9691060,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,45.36 N 132.32 E,45.36,132.32
SRR10260007,Wetlands,300,PRJNA576996,Illumina NovaSeq 6000,China,Asia,45.36444 N 132.31889 E,45.36444,132.31889
SRR10260011,Wetlands,300,PRJNA576996,Illumina NovaSeq 6000,China,Asia,31.72722 N 121.23333 E,31.72722,121.23333
SRR10260012,Wetlands,300,PRJNA576996,Illumina NovaSeq 6000,China,Asia,30.89667 N 120.74278 E,30.89667,120.74278
SRR12444714,Wetlands,301,PRJNA626576,Illumina HiSeq 3000,China,Asia,47.59 N 133.64 E,47.59,133.64
SRR12445281,Wetlands,301,PRJNA626576,Illumina HiSeq 3000,China,Asia,44.35 N 122.33 E,44.35,122.33
SRR13162653,Wetlands,302,PRJNA681370,Illumina NovaSeq 6000,China,Asia,31.15 N 119.11 E,31.15,119.11
SRR13162655,Wetlands,302,PRJNA681370,Illumina NovaSeq 6000,China,Asia,31.16 N 119.12 E,31.16,119.12
SRR13162651,Wetlands,302,PRJNA681370,Illumina NovaSeq 6000,China,Asia,31.17 N 119.13 E,31.17,119.13
SRR13162652,Wetlands,302,PRJNA681370,Illumina NovaSeq 6000,China,Asia,31.16 N 119.12 E,31.16,119.12
SRR13162656,Wetlands,302,PRJNA681370,Illumina NovaSeq 6000,China,Asia,31.15 N 119.11 E,31.15,119.11
SRR13162654,Wetlands,302,PRJNA681370,Illumina NovaSeq 6000,China,Asia,31.17 N 119.13 E,31.17,119.13
SRR14454015,Wetlands,300,PRJNA725617,Illumina HiSeq 2500,China,Asia,40.00 N 116.39 E,40,116.39
SRR14454016,Wetlands,300,PRJNA725617,Illumina HiSeq 2500,China,Asia,40.00 N 116.39 E,40,116.39
SRR14454011,Wetlands,300,PRJNA725617,Illumina HiSeq 2500,China,Asia,40.00 N 116.39 E,40,116.39
SRR14454019,Wetlands,300,PRJNA725617,Illumina HiSeq 2500,China,Asia,40.00 N 116.39 E,40,116.39
SRR14454020,Wetlands,300,PRJNA725617,Illumina HiSeq 2500,China,Asia,40.00 N 116.39 E,40,116.39
SRR14454010,Wetlands,300,PRJNA725617,Illumina HiSeq 2500,China,Asia,40.00 N 116.39 E,40,116.39
SRR16547338,Wetlands,300,PRJNA773918,HiSeq X Ten,China,Asia,47.16 N 124.21 E,47.16,124.21
SRR16547339,Wetlands,300,PRJNA773918,HiSeq X Ten,China,Asia,47.16 N 124.21 E,47.16,124.21
SRR16547334,Wetlands,300,PRJNA773918,HiSeq X Ten,China,Asia,47.16 N 124.21 E,47.16,124.21
SRR16547337,Wetlands,300,PRJNA773918,HiSeq X Ten,China,Asia,47.16 N 124.21 E,47.16,124.21
SRR16547335,Wetlands,300,PRJNA773918,HiSeq X Ten,China,Asia,47.16 N 124.21 E,47.16,124.21
SRR21120503,Wetlands,300,PRJNA869844,Illumina NovaSeq 6000,China,Asia,40.88 N 108.85 E,40.88,108.85
SRR21120502,Wetlands,300,PRJNA869844,Illumina NovaSeq 6000,China,Asia,40.88 N 108.85 E,40.88,108.85
SRR21120499,Wetlands,300,PRJNA869844,Illumina NovaSeq 6000,China,Asia,40.88 N 108.85 E,40.88,108.85
SRR21120501,Wetlands,300,PRJNA869844,Illumina NovaSeq 6000,China,Asia,40.88 N 108.85 E,40.88,108.85
SRR21120498,Wetlands,300,PRJNA869844,Illumina NovaSeq 6000,China,Asia,40.88 N 108.85 E,40.88,108.85
SRR21120495,Wetlands,300,PRJNA869844,Illumina NovaSeq 6000,China,Asia,40.88 N 108.85 E,40.88,108.85
SRR21120500,Wetlands,300,PRJNA869844,Illumina NovaSeq 6000,China,Asia,40.88 N 108.85 E,40.88,108.85
SRR21120496,Wetlands,300,PRJNA869844,Illumina NovaSeq 6000,China,Asia,40.88 N 108.85 E,40.88,108.85
SRR21120497,Wetlands,300,PRJNA869844,Illumina NovaSeq 6000,China,Asia,40.88 N 108.85 E,40.88,108.85
LH01,Wetlands,300,This study,Illumina HiSeq 2500,China,Asia,40.831950 N 121.890382 E,40.83195,121.890382
LH02,Wetlands,300,This study,Illumina HiSeq 2500,China,Asia,40.831950 N 121.890382 E,40.83195,121.890382
