SRA run,Habitat,AvgSpotLen,Bioproject,Instrument,Country,Continent,Geographic coordinates,Latitude,Longitude
SRR9691028,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,24.88 N 102.66 E,24.88,102.66
SRR9691018,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,20.93 N 110.16 E,20.93,110.16
SRR9691019,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,22.44 N 113.63 E,22.44,113.63
SRR9691021,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,30.04 N 104.03 E,30.04,104.03
SRR9691023,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,29.91 N 107.24 E,29.91,107.24
SRR9691024,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,30 N 106.96 E,30,106.96
SRR9691026,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,29.44 N 116.02 E,29.44,116.02
SRR9691027,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,23.93 N 117.41 E,23.93,117.41
SRR9691029,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,19.95 N 110.58 E,19.95,110.58
SRR9691032,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,27.7 N 100.86 E,27.7,100.86
SRR9691034,Wetlands,300,PRJNA554750,Illumina NovaSeq 6000,China,Asia,29.4 N 100.1 E,29.4,100.1
SRR10260005,Wetlands,300,PRJNA576996,Illumina NovaSeq 6000,China,Asia,30.07556 N 114.86278 E,30.07556,114.86278
SRR11241201,Wetlands,300,PRJNA587831,Illumina HiSeq 2000,China,Asia,22.5288 N 114.0300 E,22.5288,114.03
SRR11241203,Wetlands,300,PRJNA587831,Illumina HiSeq 2000,China,Asia,22.5288 N 114.0300 E,22.5288,114.03
SRR11241202,Wetlands,300,PRJNA587831,Illumina HiSeq 2000,China,Asia,22.5288 N 114.0300 E,22.5288,114.03
SRR11241200,Wetlands,300,PRJNA587831,Illumina HiSeq 2000,China,Asia,22.5288 N 114.0300 E,22.5288,114.03
SRR11534415,Wetlands,302,PRJNA625046,Illumina HiSeq 2000,China,Asia,22.5237 N 114.0141 E,22.5237,114.0141
SRR11534414,Wetlands,302,PRJNA625046,Illumina HiSeq 2000,China,Asia,22.5232 N 114.0128 E,22.5232,114.0128
SRR11534417,Wetlands,302,PRJNA625046,Illumina HiSeq 2000,China,Asia,22.5237 N 114.0131 E,22.5237,114.0131
SRR11534412,Wetlands,302,PRJNA625046,Illumina HiSeq 2000,China,Asia,22.5232 N 114.0134 E,22.5232,114.0134
SRR11534413,Wetlands,302,PRJNA625046,Illumina HiSeq 2000,China,Asia,22.5232 N 114.0131 E,22.5232,114.0131
SRR11534416,Wetlands,302,PRJNA625046,Illumina HiSeq 2000,China,Asia,22.5237 N 114.0136 E,22.5237,114.0136
SRR11793863,Wetlands,300,PRJNA629047,Illumina HiSeq 2500,China,Asia,21.153 N 110.43879722 E,21.153,110.4387972
SRR11793864,Wetlands,300,PRJNA629047,Illumina HiSeq 2500,China,Asia,21.17416666 N 110.44583333 E,21.17416666,110.4458333
SRR14699985,Wetlands,300,PRJNA680430,Illumina HiSeq 2000,China,Asia,22.530000 N 114.000000 E,22.53,114
SRR14699986,Wetlands,300,PRJNA680430,Illumina HiSeq 2000,China,Asia,22.530000 N 114.000000 E,22.53,114
SRR14699984,Wetlands,300,PRJNA680430,Illumina HiSeq 2000,China,Asia,22.530000 N 114.000000 E,22.53,114
SRR14699987,Wetlands,300,PRJNA680430,Illumina HiSeq 2000,China,Asia,22.530000 N 114.000000 E,22.53,114
SRR13206473,Wetlands,302,PRJNA682931,Illumina HiSeq 2000,China,Asia,22.5237 N 114.0131 E,22.5237,114.0131
SRR13206469,Wetlands,302,PRJNA682931,Illumina HiSeq 2000,China,Asia,22.5237 N 114.0131 E,22.5237,114.0131
SRR13206475,Wetlands,302,PRJNA682931,Illumina HiSeq 2000,China,Asia,22.5237 N 114.0131 E,22.5237,114.0131
SRR13206478,Wetlands,302,PRJNA682931,Illumina HiSeq 2000,China,Asia,22.5237 N 114.0131 E,22.5237,114.0131
SRR13206474,Wetlands,302,PRJNA682931,Illumina HiSeq 2000,China,Asia,22.5237 N 114.0131 E,22.5237,114.0131
SRR13206470,Wetlands,302,PRJNA682931,Illumina HiSeq 2000,China,Asia,22.5237 N 114.0131 E,22.5237,114.0131
SRR13206479,Wetlands,302,PRJNA682931,Illumina HiSeq 2000,China,Asia,22.5237 N 114.0131 E,22.5237,114.0131
SRR13206471,Wetlands,302,PRJNA682931,Illumina HiSeq 2000,China,Asia,22.5237 N 114.0131 E,22.5237,114.0131
SRR13343982,Wetlands,300,PRJNA689293,Illumina HiSeq 2500,China,Asia,22.3142 N 114.012 E,22.3142,114.012
SRR13343983,Wetlands,300,PRJNA689293,Illumina HiSeq 2500,China,Asia,22.3142 N 114.014 E,22.3142,114.014
SRR13343984,Wetlands,300,PRJNA689293,Illumina HiSeq 2500,China,Asia,19.58 N 110.34 E,19.58,110.34
SRR13343985,Wetlands,300,PRJNA689293,Illumina HiSeq 2500,China,Asia,19.58 N 110.33 E,19.58,110.33
SRR13343992,Wetlands,300,PRJNA689293,Illumina HiSeq 2500,China,Asia,21.911 N 110.2619 E,21.911,110.2619
SRR13343993,Wetlands,300,PRJNA689293,Illumina HiSeq 2500,China,Asia,21.911 N 110.2618 E,21.911,110.2618
SRR13600617,Wetlands,300,PRJNA698080,Illumina HiSeq 2500,China,Asia,22.4375 N 113.6371 E,22.4375,113.6371
SRR13600618,Wetlands,300,PRJNA698080,Illumina HiSeq 2500,China,Asia,22.4375 N 113.6370 E,22.4375,113.637
SRR13600619,Wetlands,300,PRJNA698080,Illumina HiSeq 2500,China,Asia,22.4375 N 113.6369 E,22.4375,113.6369
SRR15614352,Wetlands,302,PRJNA757625,Illumina NovaSeq 6000,China,Asia,22.5286 N 114.0028 E,22.5286,114.0028
SRR15614354,Wetlands,302,PRJNA757625,Illumina NovaSeq 6000,China,Asia,22.5286 N 114.0028 E,22.5286,114.0028
SRR15614346,Wetlands,302,PRJNA757625,Illumina NovaSeq 6000,China,Asia,22.5286 N 114.0028 E,22.5286,114.0028
SRR15614344,Wetlands,302,PRJNA757625,Illumina NovaSeq 6000,China,Asia,22.5286 N 114.0028 E,22.5286,114.0028
SRR15614349,Wetlands,302,PRJNA757625,Illumina NovaSeq 6000,China,Asia,22.5286 N 114.0028 E,22.5286,114.0028
SRR15614341,Wetlands,302,PRJNA757625,Illumina NovaSeq 6000,China,Asia,22.5286 N 114.0028 E,22.5286,114.0028
SRR15836109,Wetlands,302,PRJNA762108,Illumina NovaSeq 6000,China,Asia,22.39 N 113.31 E,22.39,113.31
SRR15836110,Wetlands,302,PRJNA762108,Illumina NovaSeq 6000,China,Asia,22.39 N 113.31 E,22.39,113.31
SRR16106681,Wetlands,300,PRJNA767118,Illumina HiSeq 2500,China,Asia,22.49048333 N 109.76373055 E,22.49048333,109.7637306
SRR16106686,Wetlands,300,PRJNA767118,Illumina HiSeq 2500,China,Asia,21.49548333 N 109.76373055 E,21.49548333,109.7637306
SRR16106687,Wetlands,300,PRJNA767118,Illumina HiSeq 2500,China,Asia,21.49052777 N 109.76373055 E,21.49052777,109.7637306
SRR16106688,Wetlands,300,PRJNA767118,Illumina HiSeq 2500,China,Asia,21.49027777 N 109.76373055 E,21.49027777,109.7637306
SRR16106689,Wetlands,300,PRJNA767118,Illumina HiSeq 2500,China,Asia,21.49048333 N 109.76373055 E,21.49048333,109.7637306
SRR20746678,Wetlands,300,PRJNA816601,Illumina NovaSeq 6000,Australia,Oceania,34.930506 S 138.51958 E,-34.930506,138.51958
SRR20746680,Wetlands,300,PRJNA816601,Illumina NovaSeq 6000,Australia,Oceania,34.928642 S 138.52174 E,-34.928642,138.52174
SRR20746686,Wetlands,300,PRJNA816601,Illumina NovaSeq 6000,Australia,Oceania,34.93314 S 138.51056 E,-34.93314,138.51056
SRR20746688,Wetlands,300,PRJNA816601,Illumina NovaSeq 6000,Australia,Oceania,34.930506 S 138.51958 E,-34.930506,138.51958
SRR20746689,Wetlands,300,PRJNA816601,Illumina NovaSeq 6000,Australia,Oceania,34.928722 S 138.522005 E,-34.928722,138.522005
SRR20746690,Wetlands,300,PRJNA816601,Illumina NovaSeq 6000,Australia,Oceania,34.928642 S 138.52174 E,-34.928642,138.52174
SRR20746693,Wetlands,300,PRJNA816601,Illumina NovaSeq 6000,Australia,Oceania,34.934353 S 138.504578 E,-34.934353,138.504578
SRR20746694,Wetlands,300,PRJNA816601,Illumina NovaSeq 6000,Australia,Oceania,34.93413 S 138.50452 E,-34.93413,138.50452
SRR20746697,Wetlands,300,PRJNA816601,Illumina NovaSeq 6000,Australia,Oceania,34.934353 S 138.504578 E,-34.934353,138.504578
SRR20746698,Wetlands,300,PRJNA816601,Illumina NovaSeq 6000,Australia,Oceania,34.93413 S 138.50452 E,-34.93413,138.50452
SRR18644989,Wetlands,302,PRJNA823681,Illumina NovaSeq 6000,Malaysia,Asia,1.410703 N 103.991095 E,1.410703,103.991095
SRR18644983,Wetlands,302,PRJNA823681,Illumina NovaSeq 6000,Malaysia,Asia,1.410703 N 103.991095 E,1.410703,103.991095
SRR18644985,Wetlands,302,PRJNA823681,Illumina NovaSeq 6000,Malaysia,Asia,1.410703 N 103.991095 E,1.410703,103.991095
SRR18644982,Wetlands,302,PRJNA823681,Illumina NovaSeq 6000,Malaysia,Asia,1.410703 N 103.991095 E,1.410703,103.991095
SRR18644987,Wetlands,302,PRJNA823681,Illumina NovaSeq 6000,Malaysia,Asia,1.410703 N 103.991095 E,1.410703,103.991095
SRR18644981,Wetlands,302,PRJNA823681,Illumina NovaSeq 6000,Malaysia,Asia,1.410703 N 103.991095 E,1.410703,103.991095
SRR18644984,Wetlands,302,PRJNA823681,Illumina NovaSeq 6000,Malaysia,Asia,1.410703 N 103.991095 E,1.410703,103.991095
SRR18644948,Wetlands,302,PRJNA823681,Illumina NovaSeq 6000,Malaysia,Asia,1.211727 N 103.758781 E,1.211727,103.758781
SRR18644953,Wetlands,302,PRJNA823681,Illumina NovaSeq 6000,Malaysia,Asia,1.211727 N 103.758781 E,1.211727,103.758781
SRR18644957,Wetlands,302,PRJNA823681,Illumina NovaSeq 6000,Malaysia,Asia,1.211727 N 103.758781 E,1.211727,103.758781
SRR19666933,Wetlands,300,PRJNA846364,Illumina NovaSeq 6000,China,Asia,27.53 N 99.39 E,27.53,99.39
SRR19666934,Wetlands,300,PRJNA846364,Illumina NovaSeq 6000,China,Asia,27.50 N 99.40 E,27.5,99.4
SRR19666935,Wetlands,300,PRJNA846364,Illumina NovaSeq 6000,China,Asia,27.50 N 99.40 E,27.5,99.4
SRR19666936,Wetlands,300,PRJNA846364,Illumina NovaSeq 6000,China,Asia,27.50 N 99.40 E,27.5,99.4
SRR19666937,Wetlands,300,PRJNA846364,Illumina NovaSeq 6000,China,Asia,27.50 N 99.40 E,27.5,99.4
SRR19666938,Wetlands,300,PRJNA846364,Illumina NovaSeq 6000,China,Asia,27.49 N 99.38 E,27.49,99.38
SRR19666939,Wetlands,300,PRJNA846364,Illumina NovaSeq 6000,China,Asia,27.49 N 99.38 E,27.49,99.38
SRR19666940,Wetlands,300,PRJNA846364,Illumina NovaSeq 6000,China,Asia,27.48 N 99.40 E,27.48,99.4
SRR19666941,Wetlands,300,PRJNA846364,Illumina NovaSeq 6000,China,Asia,27.48 N 99.39 E,27.48,99.39
SRR19627608,Wetlands,302,PRJNA847709,Illumina NovaSeq 6000,China,Asia,21.55417 N 109.679167 E,21.55417,109.679167
SRR19627609,Wetlands,302,PRJNA847709,Illumina NovaSeq 6000,China,Asia,21.42139 N 109.205278 E,21.42139,109.205278
SRR19627610,Wetlands,302,PRJNA847709,Illumina NovaSeq 6000,China,Asia,22.52611 N 114.003611 E,22.52611,114.003611
SRR19627612,Wetlands,302,PRJNA847709,Illumina NovaSeq 6000,China,Asia,22.49444 N 114.575 E,22.49444,114.575
SRR19627614,Wetlands,302,PRJNA847709,Illumina NovaSeq 6000,China,Asia,18.22389 N 109.618611 E,18.22389,109.618611
SRR19627618,Wetlands,302,PRJNA847709,Illumina NovaSeq 6000,China,Asia,23.91944 N 117.418889 E,23.91944,117.418889
SRR21398026,Wetlands,300,PRJNA863385,Illumina NovaSeq 6000,China,Asia,23.9860 N 117.4201 E,23.986,117.4201
SRR21398027,Wetlands,300,PRJNA863385,Illumina NovaSeq 6000,China,Asia,23.9860 N 117.4200 E,23.986,117.42
SRR21398042,Wetlands,300,PRJNA863385,Illumina NovaSeq 6000,China,Asia,21.1531 N 110.4389 E,21.1531,110.4389
SRR21398043,Wetlands,300,PRJNA863385,Illumina NovaSeq 6000,China,Asia,21.1531 N 110.4388 E,21.1531,110.4388
SRR21398044,Wetlands,300,PRJNA863385,Illumina NovaSeq 6000,China,Asia,21.1531 N 110.4386 E,21.1531,110.4386
SRR21398045,Wetlands,300,PRJNA863385,Illumina NovaSeq 6000,China,Asia,23.9860 N 117.4203 E,23.986,117.4203
SRR21398046,Wetlands,300,PRJNA863385,Illumina NovaSeq 6000,China,Asia,23.9860 N 117.4202 E,23.986,117.4202
DZ1B,Wetlands,300,This study,Illumina HiSeq 2500,China,Asia,19.949167 N 110.576000 E,19.949167,110.576
DZ2M,Wetlands,300,This study,Illumina HiSeq 2500,China,Asia,19.949167 N 110.576000 E,19.949167,110.576
H03B,Wetlands,300,This study,Illumina HiSeq 2500,China,Asia,21.153000 N 110.438797 E,21.153,110.438797
QM01A_25-30,Wetlands,300,This study,Illumina HiSeq 2500,China,Asia,18.220833 N 109.615278 E,18.220833,109.615278
Z2-45-50,Wetlands,300,This study,Illumina HiSeq 2500,China,Asia,20.984496 N 110.166804 E,20.984496,110.166804
SRR5817588,Wetlands,302,PRJNA338276,Illumina HiSeq 2000,USA,North America,41.382783 N 82.51465 W,41.382783,-82.51465
SRR5817589,Wetlands,302,PRJNA338276,Illumina HiSeq 2000,USA,North America,41.382783 N 82.51465 W,41.382783,-82.51465
SRR5817590,Wetlands,302,PRJNA338276,Illumina HiSeq 2000,USA,North America,41.382783 N 82.51465 W,41.382783,-82.51465
SRR5198901,Wetlands,502,PRJNA362960,Illumina HiSeq 2500,USA,North America,38.1072 N 121.6485 W,38.1072,-121.6485
SRR5198903,Wetlands,300,PRJNA362960,Illumina HiSeq 2000,USA,North America,38.1072 N 121.6485 W,38.1072,-121.6485
SRR5209943,Wetlands,302,PRJNA365331,Illumina HiSeq 2500,USA,North America,37.4969 N 122.1331 W,37.4969,-122.1331
SRR5209944,Wetlands,302,PRJNA365332,Illumina HiSeq 2500,USA,North America,37.4969 N 122.1331 W,37.4969,-122.1331
SRR5209942,Wetlands,302,PRJNA365333,Illumina HiSeq 2500,USA,North America,37.4968 N 122.1333 W,37.4968,-122.1333
SRR5209946,Wetlands,302,PRJNA365334,Illumina HiSeq 2500,USA,North America,37.4968 N 122.1333 W,37.4968,-122.1333
SRR14626311,Wetlands,302,PRJNA365335,Illumina HiSeq 2500,USA,North America,37.4971 N 122.1330 W,37.4971,-122.133
SRR5468416,Wetlands,302,PRJNA365336,Illumina HiSeq 2500,USA,North America,37.4971 N 122.1330 W,37.4971,-122.133
SRR5468419,Wetlands,302,PRJNA365337,Illumina HiSeq 2500,USA,North America,37.4958 N 122.1331 W,37.4958,-122.1331
SRR14626312,Wetlands,302,PRJNA365338,Illumina HiSeq 2500,USA,North America,37.4958 N 122.1331 W,37.4958,-122.1331
SRR5210208,Wetlands,302,PRJNA365340,Illumina HiSeq 2500,USA,North America,37.4965 N 122.1330 W,37.4965,-122.133
SRR10375808,Wetlands,302,PRJNA365341,Illumina HiSeq 2500,USA,North America,37.4965 N 122.1330 W,37.4965,-122.133
SRR5210210,Wetlands,302,PRJNA365342,Illumina HiSeq 2500,USA,North America,37.4958 N 122.1331 W,37.4958,-122.1331
SRR5210213,Wetlands,302,PRJNA365343,Illumina HiSeq 2500,USA,North America,37.4958 N 122.1331 W,37.4958,-122.1331
SRR5210216,Wetlands,302,PRJNA365346,Illumina HiSeq 2500,USA,North America,37.4965 N 122.1330 W,37.4965,-122.133
SRR5209947,Wetlands,302,PRJNA365348,Illumina HiSeq 2500,USA,North America,37.4969 N 122.1331 W,37.4969,-122.1331
SRR14626313,Wetlands,302,PRJNA365349,Illumina HiSeq 2500,USA,North America,37.4971 N 122.1330 W,37.4971,-122.133
SRR5210317,Wetlands,302,PRJNA365350,Illumina HiSeq 2500,USA,North America,37.4971 N 122.1290 W,37.4971,-122.129
SRR5468418,Wetlands,302,PRJNA365353,Illumina HiSeq 2500,USA,North America,37.4960 N 122.1329 W,37.496,-122.1329
SRR5210212,Wetlands,302,PRJNA365354,Illumina HiSeq 2500,USA,North America,37.4960 N 122.1329 W,37.496,-122.1329
SRR5210316,Wetlands,302,PRJNA365355,Illumina HiSeq 2500,USA,North America,37.4965 N 122.1329 W,37.4965,-122.1329
SRR5210470,Wetlands,302,PRJNA365356,Illumina HiSeq 2500,USA,North America,37.4965 N 122.1329 W,37.4965,-122.1329
SRR14626156,Wetlands,302,PRJNA365360,Illumina HiSeq 2500,USA,North America,37.4971 N 122.1290 W,37.4971,-122.129
SRR5210466,Wetlands,302,PRJNA365361,Illumina HiSeq 2500,USA,North America,37.4971 N 122.1290 W,37.4971,-122.129
SRR5210468,Wetlands,302,PRJNA365363,Illumina HiSeq 2500,USA,North America,37.4973 N 122.1295 W,37.4973,-122.1295
SRR5246785,Wetlands,300,PRJNA366360,Illumina HiSeq 2000,USA,North America,38.1070 N 121.6475 W,38.107,-121.6475
SRR5246790,Wetlands,300,PRJNA366364,Illumina HiSeq 2000,USA,North America,38.1075 N 121.6497 W,38.1075,-121.6497
SRR5246791,Wetlands,300,PRJNA366364,Illumina HiSeq 2000,USA,North America,38.1075 N 121.6497 W,38.1075,-121.6497
SRR5476650,Wetlands,302,PRJNA367439,Illumina HiSeq 2500,USA,North America,41.2239 N 82.3039 W,41.2239,-82.3039
SRR5476985,Wetlands,302,PRJNA367440,Illumina HiSeq 2500,USA,North America,41.2240 N 82.3040 W,41.224,-82.304
SRR5476986,Wetlands,302,PRJNA367441,Illumina HiSeq 2500,USA,North America,41.2240 N 82.3040 W,41.224,-82.304
SRR6047969,Wetlands,302,PRJNA405726,Illumina HiSeq 2500,USA,North America,46.6972164 N 92.3279105 W,46.6972164,-92.3279105
SRR6056297,Wetlands,302,PRJNA405998,Illumina HiSeq 2500,USA,North America,37.4961 N 122.1331 W,37.4961,-122.1331
SRR6056296,Wetlands,302,PRJNA405999,Illumina HiSeq 2500,USA,North America,37.4968 N 122.1333 W,37.4968,-122.1333
SRR6056300,Wetlands,302,PRJNA406000,Illumina HiSeq 2500,USA,North America,37.4972 N 122.1293 W,37.4972,-122.1293
SRR6056278,Wetlands,302,PRJNA406002,Illumina HiSeq 2500,USA,North America,37.4972 N 122.1293 W,37.4972,-122.1293
SRR6056298,Wetlands,302,PRJNA406003,Illumina HiSeq 2500,USA,North America,37.4973 N 122.1295 W,37.4973,-122.1295
SRR6436070,Wetlands,302,PRJNA406094,Illumina HiSeq 2500,USA,North America,41.3778 N 82.5108 W,41.3778,-82.5108
SRR6436091,Wetlands,302,PRJNA406094,Illumina HiSeq 2500,USA,North America,41.3778 N 82.5108 W,41.3778,-82.5108
SRR6824232,Wetlands,302,PRJNA406784,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6977656,Wetlands,302,PRJNA443833,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6977655,Wetlands,302,PRJNA443834,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6978760,Wetlands,302,PRJNA443836,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6978759,Wetlands,302,PRJNA443837,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6978758,Wetlands,302,PRJNA443840,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6979426,Wetlands,302,PRJNA443841,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6979289,Wetlands,302,PRJNA443842,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6979552,Wetlands,302,PRJNA443844,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6979550,Wetlands,302,PRJNA443845,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6979585,Wetlands,302,PRJNA443846,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6979553,Wetlands,302,PRJNA443847,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6979610,Wetlands,302,PRJNA443848,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR6980406,Wetlands,302,PRJNA443850,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7148980,Wetlands,302,PRJNA465659,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7148981,Wetlands,302,PRJNA465660,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7149128,Wetlands,302,PRJNA465661,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7149136,Wetlands,302,PRJNA465662,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7149135,Wetlands,302,PRJNA465663,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7151428,Wetlands,302,PRJNA465664,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7151429,Wetlands,302,PRJNA465665,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7151887,Wetlands,302,PRJNA465666,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152121,Wetlands,302,PRJNA465667,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152120,Wetlands,302,PRJNA465668,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152119,Wetlands,302,PRJNA465669,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152251,Wetlands,302,PRJNA465670,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152297,Wetlands,302,PRJNA465671,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152353,Wetlands,302,PRJNA465672,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152439,Wetlands,302,PRJNA465673,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152452,Wetlands,302,PRJNA465674,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152503,Wetlands,302,PRJNA465675,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152504,Wetlands,302,PRJNA465676,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152676,Wetlands,302,PRJNA465678,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152869,Wetlands,302,PRJNA465679,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7152995,Wetlands,302,PRJNA465682,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7153117,Wetlands,302,PRJNA465683,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7154838,Wetlands,302,PRJNA465684,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7154800,Wetlands,302,PRJNA465685,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7154831,Wetlands,302,PRJNA465686,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7154798,Wetlands,302,PRJNA465687,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7154837,Wetlands,302,PRJNA465689,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7162755,Wetlands,302,PRJNA465690,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7162752,Wetlands,302,PRJNA465691,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7162754,Wetlands,302,PRJNA465692,Illumina HiSeq 2500,USA,North America,31.9720 N 81.0280 W,31.972,-81.028
SRR7497675,Wetlands,302,PRJNA465894,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7497677,Wetlands,302,PRJNA465895,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7497678,Wetlands,302,PRJNA465896,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7497679,Wetlands,302,PRJNA465897,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7497680,Wetlands,302,PRJNA465898,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7497728,Wetlands,302,PRJNA465899,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7497722,Wetlands,302,PRJNA465900,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7497727,Wetlands,302,PRJNA465902,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7497946,Wetlands,302,PRJNA465903,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7497948,Wetlands,302,PRJNA465904,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7497947,Wetlands,302,PRJNA465905,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7498026,Wetlands,302,PRJNA465906,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7498049,Wetlands,302,PRJNA465907,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7498056,Wetlands,302,PRJNA465909,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7498050,Wetlands,302,PRJNA465910,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7499255,Wetlands,302,PRJNA465911,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7499979,Wetlands,302,PRJNA465914,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7499980,Wetlands,302,PRJNA465915,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7500322,Wetlands,302,PRJNA465916,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
SRR7500465,Wetlands,302,PRJNA465917,Illumina HiSeq 2500,USA,North America,35.9061 N 76.1569 W,35.9061,-76.1569
